<new sheet>
sheet_name: Sheet1

,Banking Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Non-interest Income,1800.593,3803.225,5872.1305,7990.008,2062.95,4553.103000000001,7112.369,9811.797999999997,2274.1730000000002,11029.544000000004,14055.713999999998,15538.278999999999,1922.226,3589.4799999999996,5060.301,6978.393,1702.4599999999998,3228.3109999999997,5224.871000000001,7159.983,2520.2909999999997,4474.025000000001,6162.704999999998,8801.198,2908.587,5377.866,8940.981999999998,12072.382,1886.2759999999998,3598.598,5003.553,5780.871999999999,1011.0249999999999,2420.97,3681.638,5334.179000000001,1186.4099999999999,4668.626,6996.746000000001,9013.192000000001,1520.48,2959.049,4823.6810000000005,6531.933999999999,1146.295,2627.757,3578.83,5255.954,1089.762,2318.4500000000003,4241.342999999999,6713.662,1471.363,2473.817,3339.095,4804.776999999999
,Foreign Exchange  Income (net),1.0499999999999994,-3.505,1.1990000000000003,44.21,-26.267,-25.593000000000004,-17.508,-29.935,-20.023,-39.733000000000004,-51.81099999999999,-40.511,12.915,21.942999999999998,23.346999999999998,-173.155,-164.107,-182.772,-36.190000000000005,-88.51100000000001,-56.44200000000001,-315.18000000000006,-416.411,-931.3690000000001,-490.093,-709.087,-838.559,222.741,-50.494,-189.087,-317.58099999999996,289.499,20.521,104.464,119.331,339.646,163.551,295.224,261.68500000000006,321.39599999999996,200.72,408.4,993.948,1163.793,-7.2299999999999995,83.295,157.72400000000002,303.985,237.289,191.094,273.519,390.60300000000007,157.404,284.937,249.113,319.27500000000003
,Operating Expenses,2260.393,4581.986999999999,6945.644,9391.277000000002,2287.312,4812.772999999999,7381.44,10812.663,2880.359,4860.324,7838.146000000001,11431.59,3291.2349999999997,6389.137000000001,9513.336,13006.230000000001,3872.9300000000003,9141.251,11628.099,15171.803,3804.2329999999997,7604.458999999999,11713.202000000001,15676.609,4320.577,8538.856000000002,13826.877,20157.125,5806.305,11365.208,17120.458,21354.555999999997,6625.253000000001,11684.675,16905.093999999997,22969.15,5924.513999999999,11949.059,18037.466,24211.288999999997,7194.295,15153.968,23828.803,31543.974000000002,8249.51,16426.121,23985.1,31270.713,9110.087,16251.628,23986.911,31414.269,9270.632999999998,18448.377,28776.718999999997,38659.159999999996
,Staff cost,1249.4920000000002,2476.986,3752.0005,5018.299,1368.91,2730.23,4109.4295,5818.976,1594.2939999999996,2564.777,4066.968,5654.222,1780.5620000000001,3354.362,4891.533,6703.307000000002,2109.599,4134.761,6133.815,8011.278,2216.678,4234.297,6297.503000000001,8458.554999999998,2420.281,4687.252,7040.588,9533.405,3058.2059999999997,6168.258,9077.56,11125.774000000001,2736.202,5754.41,8995.961,11746.924,3217.9620000000004,6483.42,9733.554,13150.062,4037.1530000000002,8341.741,12766.018,17096.578999999998,4183.614,8427.992,13016.388,17317.259,4280.113,8586.89,13296.569000000001,17280.019,5274.24,10487.197,16228.69,21524.497000000003
,Provision for Bad and Doubtful Debts and Loan Write-offs (net),100.235,302.53399999999993,616.4535,930.8959999999998,77.28699999999999,280.124,356.25700000000006,645.385,230.88899999999998,385.70500000000004,684.6779999999999,396.9990000000001,-159.55,-284.87800000000004,-270.075,-438.66100000000006,151.19400000000002,131.31100000000004,110.98500000000003,-48.790000000000035,30.20699999999999,312.061,444.42299999999994,890.031,227.508,639.759,1931.2790000000002,3164.703,729.7090000000001,1059.796,1976.615,3836.655,1266.9160000000002,1586.986,1707.6270000000002,1693.328,364.6720000000001,866.815,1373.6350000000002,1564.7779999999998,463.758,1297.038,1976.353,2686.6720000000005,919.745,2368.827,3609.8459999999995,5164.254,1611.9560000000001,2130.069,3144.6710000000003,4076.478,732.653,3081.556,5008.883,5586.2080000000005
,Provision for Decline in Value in Investments (net),-17.803,35.929,217.50699999999998,1202.8619999999999,-131.452,-910.4129999999999,-1135.791,-1061.589,59.899,-453.699,-376.699,-381.024,0,10.079,139.069,1199.838,650.491,18.048,18.048,0,0,0,11.803,14.286,0,0,10.5,-102.021,0,2.981,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Operating Profit Before VAT & Taxes ,2098.6009999999997,4445.438,6452.925,8578.5641,1953.9599999999998,6432.138,11222.29050441,15444.896,4455.874,16458.512,21768.965,26355.456000000002,4775.561000000001,9675.42,14346.309,18129.867,3237.391,5995.6050000000005,11063.957,15051.732999999998,3010.2260000000006,5523.54,7378.4169999999995,10247.143,4118.2789999999995,8375.996000000001,14131.610999999999,19714.486,5908.838,11473.461000000001,16880.777,20698.222,4067.429,9947.65,15836.111,21241.682999999997,4513.3730000000005,11592.658,17481.657,24390.76,5187.842000000001,10014.994,14963.901999999998,17642.387,4824.019,8871.128999999999,14046.747,20564.165,3281.928,10118.521999999999,15439.208999999999,28781.555,11411.134000000002,20410.905999999995,29848.051,42799.842
,VAT on Financial Services,436.82099999999997,918.2679999999999,1545.853,2527.6049999999996,443.855,1436.7519999999997,2468.342,3986.287,1020.718,3626.063,4916.9439999999995,5978.297,704.1289999999999,1416.159,2123.159,2695.4199999999996,577.3259999999999,1082.769,1660.639,2292.044,565.374,1014.8180000000001,1329.187,1813.719,691.444,1288.086,2202.1780000000003,3088.769,939.6149999999999,1895.323,2796.838,3579.357,852.2429999999999,1993.755,3037.737,4239.204,1136.2150000000001,2584.1890000000003,3915.8869999999997,5446.569,1435.6390000000001,2783.008,4332.625999999999,5967.682,2035.623,4004.6089999999995,6103.412,8319.438,1272.767,2502.83,3694.6369999999997,6033.724,2385.9700000000003,4072.3009999999995,6149.880999999999,8557.545
,Operating Profit Before Corporate Taxes,1661.7799999999997,3527.17,4907.072,6050.959100000001,1510.1049999999998,4995.386,8753.94850441,11458.609,3435.156,12832.448999999999,16852.021,20377.159000000003,4071.4320000000007,8259.261,12223.15,15434.447,2660.065,4912.836,9403.318000000001,12759.688999999998,2444.8520000000003,4508.722,6049.23,8433.423999999999,3426.8349999999996,7087.910000000001,11929.432999999999,16625.717,4969.223,9578.138,14083.938999999997,17118.865,3215.186,7953.8949999999995,12798.374,17002.479,3377.1580000000004,9008.469,13565.77,18944.191,3752.203,7231.986000000001,10631.276,11674.705,2788.3959999999997,4866.5199999999995,7943.334999999999,12244.726999999999,2009.1609999999998,7615.691999999999,11744.572,22747.831,9025.164,16338.604999999998,23698.17,34242.297
,Corporate Tax,761.1179999999999,1274.163,2021.9879999999998,3469.092,780.394,1702.593,3184.0880000000006,5024.080000000001,1378.022,2939.8019999999997,4394.409,6369.290999999999,1065.739,2294.9359999999997,3452.401,4664.025000000001,901.248,1764.19,2607.928,3632.685,536.389,989.036,1719.6809999999998,2257.435,497.31000000000006,1835.8110000000001,3747.305,5209.179999999999,1320.1979999999996,3031.901,4435.521,5602.8769999999995,1002.8299999999999,2371.9539999999997,3845.9390000000003,5367.816999999999,1182.5969999999998,2524.768,4084.666,5983.856000000001,1515.578,3088.847,4671.193,5299.447,1415.0430000000001,2817.597,4216.621,5962.221,1328.8129999999999,2649.58,4128.728999999999,7458.359,3339.7090000000003,3457.993,5659.478999999999,8076.342999999999
,Operating Profits After Corporate Tax,900.662,2253.007,2885.084,2581.8671000000004,729.711,3292.793,5569.8605044099995,6434.529,2057.134,9892.647,12457.612,14007.868,3005.693,5964.325,8770.749000000002,10770.422000000002,1758.8170000000002,3148.6459999999997,6795.39,9127.004,1908.4630000000002,3519.6859999999997,4329.549,6175.9890000000005,2929.525,5252.099,8182.128000000001,11416.536999999998,3649.0249999999996,6546.237000000001,9648.418,11515.988,2212.356,5581.941,8952.435,11634.661999999998,2194.561,6483.701000000001,9481.104,12960.335,2236.625,4143.139,5960.0830000000005,6375.258,1373.3529999999998,2048.923,3726.714,6282.506,680.3480000000001,4966.111999999999,7615.843000000001,15289.472000000002,5685.454999999999,12880.611999999997,18038.691,26165.954


,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(a)Total income includes interest income, foreign exchange income, fee based income and other operating income  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* Provisional Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

